created_at,query,statuses_count,followers_count,friends_count,user_location,full_text,cleaned,class
Thu Feb 17 03:15:17 +0000 2022,ukraine,6317,1418,2297,Usa,"Two pieces of advice:
1. Don’t trust Putin.
2. Don’t be afraid of Putin.
- Petro Poroshenko former President of Ukraine",two piece advice trust putin afraid putin petro poroshenko former president,1
Thu Feb 17 03:15:05 +0000 2022,ukraine,19160,595,606,India,"Ukraine crisis: President Putin says Russia does not want war, calls Donbass `genocide`. https://t.co/XwRHzLi1B9",crisis president putin say russia want war call donbas genocide,-1
Thu Feb 17 03:30:30 +0000 2022,ukraine,27072,361,71,Usa,"A diplomatic solution may yet provide an off-ramp for Russian President Vladimir Putin, whose placement of tens of thousands of troops along Russia’s border with its smaller neighbor kicked off the current crisis. https://t.co/Ttdt7BDVk8",diplomatic solution may yet provide russian president vladimir putin whose placement ten thousand troop along russia border smaller neighbor kicked current crisis,-1
Thu Feb 17 03:30:08 +0000 2022,ukraine,441828,264205,576,Usa,Russia said Wednesday that more of its forces were pulling back from Ukraine's borders after military exercises.  https://t.co/Q2No3yzenE,russia said wednesday force pulling back border military exercise,1
Thu Feb 17 03:30:00 +0000 2022,ukraine,184853,1044878,510,Usa,"Former top national security officials tell @mitchellreports that a focus on deterrence, emphasizing the cost to Russia if President Putin chooses to invade, is key to de-escalating the situation on Ukraine’s border. https://t.co/pZmw3i9cqV",former top national security official tell focus deterrence emphasizing cost russia president putin chooses invade key situation border,1
Thu Feb 17 03:46:58 +0000 2022,ukraine,81128,121753,224,India,"Russian invasion of #Ukraine can happen anytime now, says White House 

#Russia 

https://t.co/1ITZk38SOL https://t.co/84zFlFlC4N",russian invasion happen anytime say white house,0
Thu Feb 17 03:46:39 +0000 2022,ukraine,1081,17,100,England,"#BBCNews - Ukraine crisis: Biden still hope for diplomatic agreement

#Putin want all #Ukraine back to the #Russian orbit intact

@KremlinRussia_E Putin must offer @OfficialVolody1 more benefits than #NATO and Zelensky must move out from Nato to avoid war

https://t.co/xPJLn0nf1a",crisis biden still hope diplomatic agreement want back orbit intact putin must offer benefit zelensky must move avoid war,1
Thu Feb 17 03:45:26 +0000 2022,ukraine,455402,8801,9494,Canada,"USA TODAY: Russia has increased its military presence along the Ukraine border in recent days: US official.
https://t.co/8dBlpX2Ryx

via @GoogleNews",usa today russia increased military presence along border recent day official via,0
Thu Feb 17 03:45:19 +0000 2022,ukraine,1856,71,253,Australia,"Russian military still in positions. NATO preparing for military exercises and help for Ukraine in case Russia attack.

#UkraineCrisis #Ukraina #Russia #RussiaInvadedUkraine #NATO https://t.co/TW7kXHvy9D",russian military still position preparing military exercise help case russia attack,-1
Thu Feb 17 03:44:23 +0000 2022,ukraine,56651,992,1979,Canada,"@jeffrossi @AaronParnas Not that complicated, but you missed the target.
trump takes his directions and policies from Putin.
Putin is a bigoted Russian vatnik who is fearful of &amp; jealous of Ukraine. In its entire history, Russia has never been great without subjugating Ukraine.
Putin needs to invade.",complicated missed target trump take direction policy putin putin bigoted russian vatnik fearful amp jealous entire history russia never great without subjugating putin need invade,-1
Thu Feb 17 04:01:56 +0000 2022,ukraine,9783,575,1214,Canada,@jennifer__elle @MelissaLantsman Well that and the fact Canada and the USA are funding ACTUAL Nazi's in ukraine to combat russia as Russia moves troops in russia.....,well fact canada usa funding actual nazi combat russia russia move troop russia,-1
Thu Feb 17 04:16:08 +0000 2022,ukraine,624589,1926852,33,India,"#Russia could launch 'false' pretext to invade #Ukraine 'at any moment', says #WhiteHouse official #JenPsaki

#RussiaUkraineCrisis #russianinvasion #UkraineConflict 

https://t.co/huoqwGpT3H",could launch pretext invade moment say official,-1
Thu Feb 17 04:32:25 +0000 2022,ukraine,95,1,0,Usa,"Commodities are coming!!
Asia Plus Securities issued an analysis to Identify the tension between Ukraine-Russia After negotiations between US President Joe Biden and Russian President Vladimir Putin no progress and the United States...
https://t.co/kAmDAd3sXB https://t.co/STVIhG8Jv9",commodity coming asia plus security issued analysis identify tension negotiation president russian president vladimir putin progress united state,1
Thu Feb 17 04:32:10 +0000 2022,ukraine,11235,98969,3,India,West warns of Russia beefing up military presence along Ukraine border amid Moscow’s pullback claims https://t.co/tTESIrARUn,west warns russia beefing military presence along border amid moscow pullback claim,-1
Fri Feb 18 00:08:27 +0000 2022,Arsenal,25595,1500,2302,England,"@JDGEFC @FFP83 @LeGrove It’s always “man United &amp; Tottenham will get better”. Same people writing Arsenal off have said it (first 3 league games/when they both got new managers/end of January window) but somehow, they never do. Almost like one club stuck to its plan while the other 2 keep scrambling",always man united amp tottenham get better people writing said first league got new january window somehow never almost like one club stuck plan keep scrambling,1
Thu Feb 17 22:42:09 +0000 2022,Boris Johnson,3746,59,25,Usa,Putin Russia Ukraine: #Putin Russia Ukraine Prime Minister Boris Johnson said the attack on a kindergarten in Ukraine was a “false flag operation designed to discredit the Ukrainians.” Meanw #PutinRussiaUkraine https://t.co/W3bOhxbkOE,putin russia russia prime minister said attack kindergarten false flag operation designed discredit meanw,-1
Fri Feb 18 02:05:00 +0000 2022,Boris Johnson,23773,1582,2622,Usa,"Soon after President Biden told reporters he believes Putin will invade Ukraine ‘in a matter of days,’ while British Prime Minister Boris Johnson said the shelling of a kindergarten in Eastern Ukraine was a ‘false flag’ operation designed to give Russia a pretext for an attack. https://t.co/LSwjhpJ7AA",soon president biden told reporter belief putin invade matter day british prime minister said shelling kindergarten eastern false flag operation designed give russia pretext attack,-1
Fri Feb 18 03:00:17 +0000 2022,Boris Johnson,72409,219,340,England,@BorisJohnson #joke : 'Boris Johnson looks like if Owen Wilson had to put on weight to play Trump' #BorisJohnson #NotMyPM https://t.co/C1poYyRc6s,look like owen wilson put weight play trump,1
Thu Feb 17 21:45:04 +0000 2022,elon musk,424157,7492545,184,India,"#ElonMusk compared Canadian Prime Minister Justin Trudeau with Adolf Hitler in a tweet that appeared to support truckers protesting vaccine mandates — and which immediately triggered a storm on Twitter.
https://t.co/m3h5tZEyQ7",compared canadian prime minister justin trudeau adolf hitler tweet appeared support trucker protesting vaccine mandate immediately triggered storm twitter,-1
Thu Feb 17 21:44:18 +0000 2022,elon musk,46359,359,741,India,"@itsALLrisky @elonmusk @WheereisWally “Trudeau is worse than Hitler, at least Hitler had a budget” - Elon Musk in a deleted tweet",trudeau worse hitler least hitler budget deleted tweet,-1
Thu Feb 17 21:43:35 +0000 2022,elon musk,62828,93,15,India,Elon Musk ratchets up Justin Trudeau criticism with Adolf Hitler comparison meme https://t.co/tbjOeixtSG,ratchet justin trudeau criticism adolf hitler comparison meme,-1
Thu Feb 17 23:14:24 +0000 2022,elon musk,171289,34137,78780,Canada,#GoodGuy #ElonMusk #StayedTrueToHisWord and #Donated A Whopping $5.7 Billion Worth Of #TeslaShares To A #Charity !!! #Tesla @Tesla @ElonMusk #JohnPierceIX !!! https://t.co/IefRmGBzfb,whopping billion worth,1
Fri Feb 18 00:13:56 +0000 2022,elon musk,22611,14500,1610,Canada,"Tesla says SEC is harassing Elon Musk and trying to ""muzzle"" &amp; ""chill"" his free speech https://t.co/6RAsVjUASf",tesla say sec harassing trying muzzle amp chill free speech,-1
Fri Feb 18 00:04:27 +0000 2022,elon musk,2721,22,175,Usa,"@pat81328357 @Harry58640689 @JamesFales2 @AzeezalyJaffer @thehill Try reading that again lmao the point was never how hitler like is trump. This whole thing was about hitler comparisons and how Elon musk is awful, but people like you are great bahahaha are you so angry you’re not even reading?",try reading lmao point never hitler like trump whole thing hitler comparison awful people like great bahahaha angry even reading,-1
Fri Feb 18 00:23:10 +0000 2022,elon musk,1823,125,295,Canada,"@PPathole @elonmusk @Tesla @SpaceX Elon, is quite possibly, the earth's saviour. One of the greatest people in the history of history. Elon Musk should run for president. He would win in landslide victory! @elonmusk @joerogan @jordanbpeterson Why don't you 3 goodfellas sit down and talk REAL government!?!?",quite possibly earth saviour one greatest people history history run president would win landslide victory goodfellas sit talk real government,1
Fri Feb 18 01:16:11 +0000 2022,elon musk,122,7,73,Usa,"@IsisWise @AhmedBaba_ @AuschwitzMuseum I own lots of Tesla stocks and I really don't care what Elon Musk says on Twitter. It's a cult, much like MAGA if you know what I mean",lot tesla stock really care say twitter cult much like maga know mean,0
Fri Feb 18 02:10:12 +0000 2022,elon musk,92163,5856,292,Usa,"Oh come on, Elon!  A bit stress out? Take a break, dude! You're only making things worse for yourself and Tesla.

Elon Musk tweet compares Justin Trudeau to Hitler
https://t.co/CNnWfGk6an",come bit stress take break dude making thing worse tesla tweet compare justin trudeau hitler,-1
Fri Feb 18 02:43:43 +0000 2022,elon musk,28798,473,1230,Usa,"I LOVE ELON MUSK!
Elon Musk deletes tweet that compared Justin Trudeau to Hitler https://t.co/zjz71MyL8W via @nypost",love deletes tweet compared justin trudeau hitler via,1
Fri Feb 18 02:32:51 +0000 2022,elon musk,42184,519,200,England,Listen to the new BBC Business Matters podcast - Elon Musk says US is trying to 'chill' his free speech  https://t.co/xbSn1pj4y5 https://t.co/9L4enFOsab,listen new bbc business matter podcast say trying free speech,1
Fri Feb 18 02:56:52 +0000 2022,elon musk,69740,2039,888,Canada,But it’s OK for the Trudeau government to call Canadians nazis!!! To see one of the statements Trudeau made about unvaccinated Canadians see the attached Elon Musk criticised for likening Justin Trudeau to Adolf Hitler in tweet - The Guardian https://t.co/5CZbOzs65V,trudeau government call canadian nazi see one statement trudeau made unvaccinated canadian see attached criticised likening justin trudeau adolf hitler tweet guardian,-1
Thu Feb 17 21:25:56 +0000 2022,joe biden,251680,27439,459,Usa,"U.S. President Joe Biden said on Thursday the threat of a Russian invasion of Ukraine was ""very high"" and “every indication [the White House had] is that [Russia is] prepared to go into Ukraine.”   

He's 100% going I Mr. President! It's not if, it when.",president said thursday threat russian invasion high every indication white house russia prepared going president,-1
Thu Feb 17 21:23:31 +0000 2022,joe biden,12472,1298,4295,Russia,"Putin has and is making Joe Biden look like Ned in the third grade. Biden has to be the weakest man in America.
Ever!!!!",putin making look like ned third grade biden weakest man america ever,-1
Thu Feb 17 22:12:38 +0000 2022,joe biden,36116,1713,1286,Usa,"If Trump was POTUS,   there would be no impending invasion. The only reason Putin is doing this now, is because he knows #Biden is a weak, confused, dithering, mentally-challenged  man. Putin both respected, &amp; was fearful of Trump, he is neither w/ sad old Joe.
#BidenIsADisgrace https://t.co/DpWv2YwPLw",trump potus would impending invasion reason putin know weak confused dithering man putin respected amp fearful trump neither sad old joe,-1
Thu Feb 17 22:11:38 +0000 2022,joe biden,13648,782,2245,Usa,"What we’re looking for now are any obscure and random rulings from Russian courts clearing the way for Putin to do what he wants, and/or more troop buildup. Biden has said an invasion looks likely within the next several days. https://t.co/jH8keM5o2o",looking obscure random ruling russian court clearing way putin want troop buildup biden said invasion look likely within next several day,0
Thu Feb 17 22:11:36 +0000 2022,joe biden,142553,458,877,Usa,@TheFive Cross over the US/Canadian border with your boat Geraldo and you will see what happens to you. Trudeau has been threatening US citizens living in Canada or working there. Where's Joe Biden on this?,cross border boat geraldo see happens trudeau threatening citizen living canada working,-1
Thu Feb 17 22:56:51 +0000 2022,joe biden,29659,4661,4733,Usa,What do you think are the chances Trump would have called Biden a 'loser' and a 'sucker' if Joe had lost the election? https://t.co/MKFNEX1SE9,think chance trump would called biden joe lost election,-1
Thu Feb 17 22:55:45 +0000 2022,joe biden,12452,2001,3742,Usa,"@steamboat28 @MagicallyMalic2 Who are we talking about? President Trump #45 The best President ever has been out of office for 13 Months 
and the President now is Joe Biden just in case you did not know, also his party pretty much controls all of the Federal Government and is doing a great job running America",talking president trump best president ever office month president case know also party pretty much control federal government great job running america,1
Thu Feb 17 22:52:07 +0000 2022,joe biden,183305,27443,1117,Usa,"President Joe Biden and his administration have warned a Russian invasion of Ukraine could happen soon, and some lawmakers want to take action now.
https://t.co/eSkES1VM4t",president administration warned russian invasion could happen soon lawmaker want take action,-1
Thu Feb 17 23:11:27 +0000 2022,joe biden,33946,3550,278,Usa,"@JudyWoodruff @nickschifrin @NewsHour Putin is doing this as a favor to Joe, when Putin backs off Biden will take credit. Didn't you wonder what the return favor for the pipeline would be?",putin favor joe putin back biden take credit wonder return favor pipeline would,1
Thu Feb 17 23:09:08 +0000 2022,joe biden,1568081,30474,33377,Belgium,"Andy Vermaut shares:President Biden Warns Of Russian Invasion Of Ukraine Within Days:  

CNN: Biden: 'Every indication' is that Russia will attack Ukraine 'within the next several days' 

(CNN)President Joe Biden warned Thursday morning a… https://t.co/PYjD1yVwVT Thank you. https://t.co/MpgwzLmYwf",andy vermaut share president biden warns russian invasion within day cnn biden indication russia attack next several cnn president warned thursday morning thank,-1
Thu Feb 17 23:32:00 +0000 2022,joe biden,121722,35921,2450,Usa,Fears of a new war in Europe resurged Thursday as U.S. President Joe Biden warned that Russia could invade Ukraine within days. https://t.co/FFCmp8i6co,fear new war europe resurged thursday president warned russia could invade within day,-1
Fri Feb 18 00:13:11 +0000 2022,joe biden,67469,425,429,Usa,@B52Malmet Well do wonder has the congress women read the news Joe Biden was elected president. Donald Trump is not the president.,well wonder congress woman read news elected president donald trump president,1
Fri Feb 18 00:12:20 +0000 2022,joe biden,3436,50,213,Usa,@brownself_ @WendyCR1872 @usatodayDC Hunter Biden has never been in US politics. Not has he run his daddy's business while he's president. You don't like him. Fine. But there is zero scenario that hunter Biden somehow gets joe Biden to step down and give the country to trump.,hunter biden never politics run daddy business president like fine zero scenario hunter biden somehow get step give country trump,1
Fri Feb 18 00:34:28 +0000 2022,joe biden,7315,611,297,England,"Over 150 lawmakers have warned #US President Joe #Biden against reaching a nuclear deal with Iran without Congress’ approval, vowing to “work tirelessly” to reimpose any lifted sanctions. https://t.co/Za9hbzzZhB",lawmaker warned president joe reaching nuclear deal iran without congress approval vowing work tirelessly reimpose lifted sanction,-1
Fri Feb 18 01:08:05 +0000 2022,joe biden,8148,219,473,Usa,""" President Joe Biden echoed the ambassador’s sentiment, warning that the threat of Russia invading Ukraine is ""very high"" and that an attack could come within ""the next several days.""",president echoed ambassador sentiment warning threat russia invading high attack could come within next several day,-1
Fri Feb 18 02:01:44 +0000 2022,joe biden,10130,1169,1992,Usa,@SenSanders President Biden and Manchin are pals President Biden even has a nickname for Manchin “Joe Joe” President Biden NEVER fought Like he never fought hard for $15 or will President Biden keep his word and lower student loan debt? Probably not! #CancelStudentDebt,president biden manchin pal president biden even nickname manchin joe joe president biden never fought like never fought hard president biden keep word lower student loan debt probably,1
Fri Feb 18 02:00:00 +0000 2022,joe biden,310038,906273,45,UAE,"#US President Joe Biden warns that #Russia could still invade #Ukraine within days and Russia expelled the No. 2 diplomat at the US Embassy in Moscow, as tensions flared anew in the worst East-West standoff in decades.

https://t.co/nbdVbkESOI",president warns could still invade within day russia expelled diplomat embassy moscow tension flared anew worst standoff decade,-1
Fri Feb 18 01:55:09 +0000 2022,joe biden,85012,9723,7502,Usa,"Republicans if Putin Attacks: This is because of Biden's weakness

Republicans if Putin retreats: See? Joe Biden was lying. Putin never intended to attack.",republican putin attack biden weakness republican putin retreat see lying putin never intended attack,-1
Fri Feb 18 02:28:00 +0000 2022,joe biden,46371,1794,1606,Russia,"@hankins_harvey “If Vladimir Putin bluffed an attack on Ukraine to make Joe Biden look stupid, it worked.” 

Putin didn't need to do that to make Biden look stupid. Joe does that very convincingly on his own.",vladimir putin bluffed attack make look stupid putin need make biden look stupid joe convincingly,-1
Fri Feb 18 02:59:12 +0000 2022,joe biden,219187,4238,4958,Brasil,"US President Joe Biden has warned there is every indication Russia is planning to invade Ukraine, including signs Moscow is carrying out a false flag operation to justify it, after Ukrainian forces and pro-Moscow rebels traded fire.
https://t.co/Z7oR5ol1nj",president warned every indication russia planning invade including sign moscow carrying false flag operation justify ukrainian force rebel traded fire,-1
Fri Feb 18 03:08:24 +0000 2022,joe biden,19672,2577,3159,Usa,"@danadylan2 @SpiroAgnewGhost and got more votes than any other president, ever.

Sure Joe Biden would like a word on that",got vote president ever sure would like word,1
Fri Feb 18 03:28:01 +0000 2022,joe biden,3286,795,1227,Usa,Putin knows that Joe blow Biden is no Donald Trump that is the reason he could gives a rats ass how many threats wimpy Biden makes about Russia invading the Ukraine.,putin know joe blow biden donald trump reason could give rat many threat wimpy biden make russia invading,-1
Fri Feb 18 03:34:51 +0000 2022,joe biden,2215,11,1,India,US President Joe Biden said that there was every indication that Russia was planning to invade Ukraine after Ukrainian forces and pro-Moscow rebels traded fire. #shelling #india #today #ukraine #front #line #war #appears #imminentu'https://t.co/30wKOjl0T4',president said every indication russia planning invade ukrainian force rebel traded fire,-1
Fri Feb 18 04:03:43 +0000 2022,joe biden,8791,195,3603,Usa,"To this day people continue crossing illegally at the border. Joe Biden and Harris refuse to visit or shut the border down, but yet he sends troops to another country to defend their borders, Does that make any sense at all",day people continue crossing illegally border harris refuse visit shut border yet sends troop another country defend border make sense,-1
Thu Feb 17 21:25:51 +0000 2022,nato,146,6,51,Usa,@CamrosPlays @MHoffV1 @BNONews We know that now but we seem to have forgotten the threat to national security that it created.  We refuse to afford #Putin the opportunity to address a similar situation with #NATO in Ukraine. Biden's rigidity will force war - #Putin will protect Russia's interests.,know seem forgotten threat national security created refuse afford opportunity address similar situation biden rigidity force war protect russia interest,-1
Thu Feb 17 21:40:39 +0000 2022,nato,26220,113,213,England,"@DefenceHQ @NATO @BWallaceMP @florence_parly Err, a war with Russia is European unity? Wake up , there are more Europeans In Russia than any other European country . Unite in friendship . It’s you politicians that  are the problem , not us",err war russia european unity wake european russia european country unite friendship politician problem,-1
Thu Feb 17 22:14:31 +0000 2022,nato,58560,1603,2681,Australia,"“Because none of this is about NATO. It is, as my Atlantic colleague Anne Applebaum and the former U.S. ambassador to Russia Michael McFaul keep pointing out, about a democracy of 40 million Slavs on Russia’s border. This is intolerable to Putin and he 1/2 https://t.co/ILdlxmmZtc",none atlantic colleague anne applebaum former ambassador russia michael mcfaul keep pointing democracy million slav russia border intolerable putin,0
Thu Feb 17 22:12:42 +0000 2022,nato,273215,5885,4533,Usa,"If Russia and Putin wasn't belligerent and adversarial, there would be no concerns of Ukraine's NATO membership.
#DeadlineWH",russia putin belligerent adversarial would concern membership,0
Thu Feb 17 22:12:29 +0000 2022,nato,12935,3609,3675,Usa,"@AaronParnas TFG was under orders by Putin to reduce our commitment to NATO and to put the organization in disarray. 
Russia was planning for this aggression for a number of years. 
The European nations are fortunate President Biden is working to keep that region peaceful.",tfg order putin reduce commitment put organization disarray russia planning aggression number year european nation fortunate president biden working keep region peaceful,1
Thu Feb 17 22:10:21 +0000 2022,nato,11973,158,435,Iceland,@rxntmw @aliensinnoh @Alicoh1 @mattyglesias NATO is not/will not ever invade Russia and Putin knows this. He uses NATO as a boogeyman to do shit like invade Ukraine and expand Russia’s power in the guise of “national security”.,ever invade russia putin know boogeyman shit like invade expand russia power guise national security,1
Thu Feb 17 22:27:12 +0000 2022,nato,23112,82091,408,England,Ukraine crisis - it’s not about Russian fears over the security threat from NATO. It’s about a) Putin’s own security - he fears coloured revolutions could spread to Russia and oust him from office. b) It’s about Putin’s own imperialist ambitions.,crisis russian fear security threat putin security fear coloured revolution could spread russia oust office putin imperialist ambition,-1
Thu Feb 17 22:44:45 +0000 2022,nato,3486,337,1529,Usa,"Same with those who might say ""Biden is weak"" &amp; ""Putin wouldn't have invaded if Trump were president."" If so, it's only because he viewed Trump as an asset/destabilizing force. Biden has shown strength + resolve from eliminating leader of ISIS to unifying NATO
#Biden #politics https://t.co/Qm1qA4adsM",might say biden weak amp putin would invaded trump president viewed trump force biden shown strength resolve eliminating leader isi unifying,1
Thu Feb 17 22:43:35 +0000 2022,nato,33229,1418,677,Russia,Russia claims West is paranoid because it has amassed almost 200k troops on Ukraine's border yet it's been going gaga NATO 'encircling' Russia. https://t.co/MnQkI1uUX1,russia claim west paranoid amassed almost troop border yet going gaga russia,-1
Thu Feb 17 23:00:23 +0000 2022,nato,2558,704,647,Usa,"@aaronjmate ""We will expand NATO to Russia's border to deter a war with Russia, even if it means provoking a war with Russia.""",expand russia border deter war russia even mean provoking war russia,-1
Thu Feb 17 23:59:45 +0000 2022,nato,44,0,5,Belgium,"@mfa_russia @RusEmbUSA @USEmbRu @NATO @natomission_ru @USNATO @RussiaUN @POLITICOEurope @mission_russian @USUN @StateDept Biden is a danger to the World
@JoeBiden @WhiteHouse 
@ZelenskyyUa lost trapped by
US false ""sollicitude"" !
@MFA_Ukraine 
@SLavrovRu @KremlinRussia_E 
@Europe2022FR 
@10DowningStreet @NATO 
@BBC @CNN @kievpress",biden danger world lost trapped false sollicitude,-1
Thu Feb 17 23:59:38 +0000 2022,nato,358768,1277,708,Usa,"@McFaul Whether Ukraine declares its intention to never join NATO or not, Putin will *never* stop trying to destabilize the country. Ever. For Putin, the NATO issue is a red herring. Putin can NOT have a west-facing Slavic democracy at his border; it exposes him as the criminal he is.",whether declares intention never join putin never stop trying destabilize country ever putin issue red herring putin slavic democracy border expose criminal,-1
Thu Feb 17 23:58:31 +0000 2022,nato,44968,4328,4566,Usa,@latimes @TracyKWilkinson @nabihbulos Putin wants to attain for Russia what was the Soviet Union pre-downfall. Ukraine is another step in that. The US has not been pushing for Ukraine to be part of NATO. Putin knows this so that is what he’s claiming as a pretext of war. It’s all bs.,putin want attain russia soviet union another step pushing part putin know claiming pretext war,-1
Fri Feb 18 00:12:07 +0000 2022,nato,356955,9064,446,South Africa,Biden: We will implement long-term financial sanctions on Russia if they invade. Ukraine is on their own and will defend themselves unless they join Nato. 💀💀💀💀,biden implement financial sanction russia invade defend unless join,-1
Fri Feb 18 00:27:49 +0000 2022,nato,12913,76383,442,Usa,"President Biden says he has no plans to call Russian President Putin, as Biden is under pressure to keep the West and NATO unified in the face of war. @kaylatausche reports live from the White House. https://t.co/xrBCm1txFe",president biden say plan call russian president putin biden pressure keep west unified face war report live white house,0
Fri Feb 18 00:25:22 +0000 2022,nato,23446,1349,1499,Japan,Q: How long after a potential Russian attack on the Ukraine will the former US President issue a sarcastic statement from Florida both undercutting our president and our US troops/NATO and directly or indirectly offering moral support to Moscow and Putin?,long potential russian attack former president issue sarcastic statement florida undercutting president directly indirectly offering moral support moscow putin,0
Fri Feb 18 00:55:31 +0000 2022,nato,32154,9677,5222,Usa,"Arm Chair Cartographers -- Here's a screen-captured map of NATO countries.  

Does anyone want to mark where NATO borders Russia now in one color and where NATO will border Russia if Russia conquers Ukraine in another?  

For simplicity, Belarus = Russia.

Thank you in advance. https://t.co/PpGdf81MYz",arm chair cartographer map country anyone want mark border russia one color border russia russia conquers another simplicity belarus russia thank advance,0
Fri Feb 18 01:22:33 +0000 2022,nato,3259,227,1171,Usa,"@rpangell @AdamKinzinger @UN Why blame this on the US? We don't have 150,000 troops at the border. Russia is too blame for this conflict. Russia wants a promise that Ukraine won't join NATO. This promise cannot and should not ever be granted.",blame troop border russia blame conflict russia want promise join promise ever granted,0
Fri Feb 18 01:39:32 +0000 2022,nato,65391,35791,239,Usa,"For now, experts on Russia and Ukraine say as far as the US goes, the United States will not go to war with Russia for invading a non NATO country. https://t.co/5GLvau31oc",expert russia say far united state war russia invading non country,1
Fri Feb 18 02:00:00 +0000 2022,nato,125352,378255,2,UAE,"#Russia's claims it is withdrawing troops from the #Ukrainian border is false, the #US and NATO have said, with the number actually increasing by 7,000.
https://t.co/DA71eDDEOT",claim withdrawing troop border false said number actually increasing,1
Fri Feb 18 02:25:37 +0000 2022,nato,259028,1277,154,Germany,"RUSSIA WANTS WAR ..
END OF STORY 

AND THEY WANT US AND NATO OUT OF POLAND BALTICS, ROMANIA AND BULGARIA AS WELL

THIS IS A PUTIN DECLARATION OF WAR AGAINST THE US UK AND NATO https://t.co/Er80t0MCjQ",russia want war end story want poland baltic romania bulgaria well putin declaration war,-1
Fri Feb 18 03:01:01 +0000 2022,nato,13021,509,1051,Canada,"@Historian_Matt @AtenSohei @WLDB1988 @nathan66378085 @CanadianPolling Baltic states serve as a launch point for NATO to attack Russia if it so chose to do that. Now saying it would or it ever would, but Russia is not a country that “hopes for the best”.",baltic state serve launch point attack russia chose saying would ever would russia country hope best,1
Fri Feb 18 03:47:05 +0000 2022,nato,3520,84,106,Usa,"@catcontentonly I've got news for you, Missy! Putin as we speak has thousands of troops already in Russia! Unless the US and NATO act fast, he'll soon be in control of the whole place! #sanctionchina",got news missy putin speak thousand troop already russia unless act fast soon control whole place,-1
Fri Feb 18 03:56:26 +0000 2022,nato,675,123,176,Kenya,"Russia, NATO, Ukraine… By the way, the toughest question that intelligence seeks to answer is not where the enemy is, or what the enemy has, it is intentions of the enemy. On this, the West is still guessing. Putin is complex!",russia way toughest question intelligence seek answer enemy enemy intention enemy west still guessing putin complex,0
Fri Feb 18 04:11:09 +0000 2022,nato,40622,2070,2411,Usa,"@FaithRubPol If Russia invades Ukraine, Putin looks like a monster. If Putin doesn't invade Ukraine, it's because of Joe's administration diplomacy. And no matter what, Putin has brought NATO  back together, after trump tried to tear it apart. Joe wins either way.",russia invades putin look like monster putin invade joe administration diplomacy matter putin brought back together trump tried tear apart joe win either way,1
Thu Feb 17 21:29:32 +0000 2022,ukraine,25422,125,298,Usa,"Russian separatists in @Ukraine, under orders from #Putin @Russia, is shelling Ukraine as a pretext to the war Putin wants so badly.
(My personal hypothesis)
#SicSemperTyrannus, Putin.",russian separatist order shelling pretext war putin want badly personal hypothesis putin,-1
Thu Feb 17 21:45:22 +0000 2022,ukraine,6098,214,203,Usa,"Russian pullback is a big disappointment for CBS, MSNBC, CNN and others, who have been attempting to get a war started over Ukraine.  What's really interesting is that Putin called President Trump a few times in Jan &amp; Feb 2022.  Trump smoothed Putin's tensions, thus the pullback.",russian pullback big disappointment cbs msnbc cnn others attempting get war started really interesting putin called president trump time jan amp feb trump smoothed putin tension thus pullback,1
Thu Feb 17 21:45:03 +0000 2022,ukraine,328362,546256,566,Israel,"There was every indication, and still is now, that Russia is preparing to invade Ukraine in the next few days, US President Joe Biden said.

@LahavHarkov | #Ukraine | #Russia | #USA
https://t.co/fhBSeM4tU8",every indication still russia preparing invade next day president said,0
Thu Feb 17 21:44:42 +0000 2022,ukraine,659,9,28,Venezuela,"Flying in to the Ukraine now to protect their border. 

How is her job going protecting the US Southern Border?
https://t.co/FLjmWz98po",flying protect border job going protecting southern border,1
Thu Feb 17 22:00:26 +0000 2022,ukraine,4018,177,292,England,"@JSHeappey Don't you dare sneek us into war with Russia. Your pal #Benwallace seem hellbent on some expedition into the Ukraine. WTF is he smoking? Putin has 150000 hardened troops at the border. Russia will never give up its only warm water base, despite EU fiddling. OUT!",dare sneek war russia pal seem hellbent expedition wtf smoking putin hardened troop border russia never give warm water base despite fiddling,-1
Thu Feb 17 22:00:10 +0000 2022,ukraine,13266,2607,2497,India,"‘West wants war’ says Russia at UNSC, claims US runs ‘puppet’ government in Ukraine https://t.co/siFHmKJX5l",west want war say russia unsc claim run puppet government,-1
Thu Feb 17 22:15:30 +0000 2022,ukraine,10497,46,42,Usa,"This is why Ukrainians released evidence so quickly to preempt and counter Russia's false flag operation attempt. At UN Security Council, Russia was all alone in defending its presence along Ukraine border. Russia's actions are being exposed ahead, during, and after every step. https://t.co/AKRF0hDBER",ukrainian released evidence quickly preempt counter russia false flag operation attempt security council russia alone defending presence along border russia action exposed ahead every step,0
Thu Feb 17 22:45:46 +0000 2022,ukraine,24159,19473,18824,Usa,"If Putin attacks Ukraine, should the US send them offensive weapons and train/arm Ukraine and the surrounding countries to wage a guerrilla war against Russia?",putin attack send offensive weapon surrounding country wage guerrilla war russia,0
